cust_id,full_name,email,phone,region,state,segment,join_date,status,is_active,customer_age
CUST-376,Michael Mckenzie,lewismelissa@example.org,9729343010,West,WA,B2C,06-Mar-2021,Inactive,False,59
CUST-413,Karen Miller,shawrachel@example.net,8618306719,Central,TN,Guest,2025-04-13,Active,True,53
CUST-075,Raymond Jefferson,hoganashlee@example.org,+18120047113,Central,NY,B2C,23-Jun-2022,Active,1,54
CUST-935,Norman Chavez,lindazhang@example.net,6494116318,West,FL,B2B,2024-03-24,Churned,0,62
CUST-501,Michele Cherry,elucas@example.net,810-326 - 6421,East,GA,B2C,02/27/2022,Inactive,NO,62
CUST-597,Alexa Williams,jbarker@example.com,7273230085,West,OH,Guest,10/11/2023,Churned,NO,55
CUST-115,Olivia Brennan,williamsonjimmy@example.net,2927557192,Central,PA,B2C,28-Sep-2025,Active,1,48
CUST-418,Sheryl Humphrey,patrick79@example.net,241-792 - 9111,West,MI,B2C,04-Nov-2022,Active,YES,57
CUST-090,Bailey Duran DDS,kimberlyjames@example.com,(822) 683 - 8851,West,MA,B2C,2021-02-18,Active,YES,20
C977,Thomas Patel,adam35@example.org,7904599080,South,GA,B2B,04/27/2022,Active,1,31
CUST-920,Nicole Villegas,colonbobby@example.org,915-116 - 9666,West,NY,B2C,04/19/2024,Active,YES,70
CUST-847,Helen Hernandez,juliecannon@example.com,+17158886367,West,IL,B2C,2020-12-02,Active,True,32
CUST-732,Zachary Scott,gregory17@example.org,(625) 488 - 2142,South,OH,B2C,09/01/2023,Active,1,73
CUST-012,Nicole Patterson,icox@example.net,5465787133,North,PA,B2B,03/09/2025,Active,YES,46
CUST-397,Elizabeth Thompson,rushstacy@example.com,(227) 621 - 2679,West,MI,B2B,08-Jan-2023,Active,1,73
CUST-569,Amy Cervantes,gcombs@example.com,(511) 150 - 8353,East,IL,B2C,2021-04-02,Inactive,NO,61
CUST-043,Christine Wright,gomezanita@example.com,(851) 850 - 6716,East,WA,Guest,2020-09-30,Active,1,28
CUST-168,Jacob Mitchell,gilbertwilliam@example.com,+14126788861,North,TX,B2C,04/03/2024,Active,True,32
CUST-417,Ashley Hernandez,buckleyanna@example.org,4931027079,North,FL,B2C,08-Nov-2024,Active,1,25
CUST-804,Anthony Ward,brandon48@example.net,+17959224839,East,NC,B2C,24-Jul-2021,Active,YES,39
CUST-427,Hailey Monroe,kaitlyn14@example.org,926-527 - 3543,East,NY,B2B,27-May-2025,Active,True,52
CUST-936,Sarah Hall,justin92@example.net,3130621136,Central,PA,B2C,2025-10-01,Active,True,40
CUST-169,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,,,West,NY,,2025-05-07,Active,1,51
CUST-729,Michelle Wilson,nicholasgallagher@example.net,4455696443,North,MI,B2C,05-Jul-2025,Active,True,46
CUST-653,James Torres,,,Central,,,09-Jan-2022,Churned,False,24
CUST-258,Robert Cummings,ascott@example.net,+19012045561,North,MA,B2C,2025-03-01,Active,YES,60
CUST-336,Charles Chen,ebrooks@example.net,7857306524,North,GA,B2C,02/28/2026,Active,1,30
CUST-016,Pamela Romero,harrellkenneth@example.net,3080132677,South,MA,B2C,26-Aug-2022,Active,True,22
CUST-685,Megan Nelson,joshuasmith@example.net,(797) 371 - 4708,South,GA,B2B,2023-02-15,Active,True,60
CUST-325,Jerry Brown,stephanie72@example.org,+19848728299,West,WA,B2C,2022-01-01,Churned,False,67
CUST-682,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,smithsarah@example.net,4758955168,West,IL,Guest,02-Mar-2026,Churned,0,999
CUST-223,Stephen Pena MD,booneryan@example.com,+14644220969,North,NY,B2C,10/21/2022,Churned,NO,55
CUST-180,Tracy Bishop,pyoung@example.com,860-334 - 1918,South,PA,B2C,2026-03-01,Active,1,70
CUST-100,Gary Santiago,marksteele@example.com,(623) 573 - 3221,East,MA,B2C,2024-05-29,Active,1,29
CUST-522,John Brown,,,West,,,10/02/2020,Inactive,0,22
CUST-023,Austin Johnson,chad34@example.net,2164005242,West,NC,B2C,2025-10-11,Active,1,33
CUST-357,Pamela Santos,collinssamuel@example.org,+13238780038,East,PA,B2C,2023-09-25,Inactive,False,57
CUST-751,Alexis Tucker,smithsara@example.net,(611) 730 - 9850,South,MA,Guest,08/11/2023,Churned,False,53
CUST-915,Angelica Webb,jamesobrien@example.org,589-218 - 7851,Central,FL,B2C,2022-10-24,Inactive,NO,62
CUST-849,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,daniellee@example.org,399-605 - 9329,West,WA,B2B,11/27/2025,Active,YES,74
CUST-341,Julia Martinez,scottsmith@example.com,+13037170586,East,CO,B2C,09/26/2025,Inactive,NO,19
CUST-432,Sara Hoffman,kenneth17@example.org,2772625701,West,TN,B2C,16-Jan-2026,Active,1,72
CUST-588,Jesse Chavez,blopez@example.org,3495013649,West,TX,B2C,11/15/2022,Inactive,0,30
CUST-886,Lauren Bonilla,robertjones@example.com,451-207 - 3465,East,MI,B2C,19-Jan-2026,Inactive,NO,59
CUST-204,Danielle Wilson,victorhughes@example.net,(200) 307 - 5622,North,NC,B2C,01/31/2023,Inactive,False,52
CUST-781,Oscar Smith,bryanwiggins@example.org,+17220368499,East,TX,B2C,2023-05-12,Active,YES,33
CUST-094,Rachel Weber,ronaldstephens@example.net,979-979 - 9552,West,TX,B2C,25-May-2022,Active,YES,50
CUST-595,Dawn Little,michaelwilliams@example.net,915-662 - 7768,Central,AZ,B2C,2025-01-31,Active,1,55
CUST-069,James Lewis,matthew64@example.com,(794) 647 - 4367,North,FL,B2C,2021-12-15,Active,True,65
CUST-663,Joshua Harvey,,,East,,,06/19/2020,Active,1,73
CUST-285,Brent Hernandez,christineking@example.com,3435368222,South,MI,B2C,07-Dec-2021,Active,YES,67
C853,Ann Hahn,joelduncan@example.net,2460568761,North,NY,B2C,2026-02-14,Inactive,0,24
CUST-435,Norman Aguilar,matthewreeves@example.net,555-486 - 4015,East,GA,B2C,21-Dec-2023,Active,True,37
CUST-154,Christopher Collins,kimberly99@example.org,3830469901,South,CO,B2C,2023-12-25,Inactive,NO,19
CUST-076,Mary Jones,alexander67@example.org,4617964053,West,GA,Guest,13-May-2023,Churned,NO,73
CUST-778,Barbara Mckinney,shannon51@example.org,615-599 - 9101,East,GA,Guest,03-Sep-2024,Active,YES,36
CUST-447,Linda Morgan,matthewvalenzuela@example.com,+18106462879,South,FL,B2B,04/15/2024,Active,YES,22
C189,Brian Stein,chenbailey@example.net,+18729466711,West,NC,B2C,09/16/2025,Inactive,False,51
CUST-272,Jerry Watson,brettbennett@example.net,8846081062,North,WA,B2B,29-Nov-2025,Active,True,52
CUST-237,Taylor Griffith,david86@example.com,+16713247546,Central,WA,B2B,2023-05-18,Active,True,29
CUST-488,Rebecca Roberts,housepaul@example.net,5008931734,South,CA,B2C,03-Oct-2024,Active,1,37
CUST-560,Sierra Andrews,,(708) 124 - 7395,North,CA,B2B,08/06/2024,Active,True,28
CUST-118,Catherine Thompson,pharvey@example.com,458-313 - 2370,East,NC,B2C,23-Mar-2025,Active,YES,50
CUST-868,Shawn Duffy,,436-229 - 2587,Central,CO,B2C,2023-07-16,Inactive,0,61
CUST-513,Mr. Matthew Steele,arianadiaz@example.com,+18024375738,South,MI,Guest,2023-02-11,Active,True,74
CUST-590,Johnny Peterson,,,West,,,06-Mar-2021,Active,1,51
CUST-631,Samantha Smith,torresthomas@example.com,7948491025,West,NY,B2C,08/31/2021,Inactive,False,32
CUST-127,Elizabeth Harrell,mcdonaldcharles@example.org,2162456506,North,MI,B2C,2024-07-05,Active,True,65
CUST-117,Anthony Howard,hthomas@example.com,3217271551,Central,NC,B2C,10/19/2020,Active,YES,70
CUST-474,Amber Martin,lydianewton@example.com,391-954 - 1987,West,FL,B2C,04-Aug-2023,Active,1,67
CUST-738,Jennifer Chen,,,Central,,,2023-03-31,Active,YES,28
CUST-058,Janet Ross,dianasmith@example.org,8807154516,Central,MA,Guest,2022-01-24,Inactive,False,47
CUST-719,Christopher Rose,cooperchristopher@example.org,+14491271130,West,NY,B2C,2026-05-16,Active,YES,68
CUST-967,Kimberly Cobb,ryanpatricia@example.net,+15797662705,North,TX,Guest,07/27/2024,Inactive,False,21
CUST-370,Cynthia Vasquez,kaufmandouglas@example.com,4123094077,West,NC,B2C,2022-02-26,Active,YES,49
CUST-269,Teresa Powers,heather62@example.com,(897) 829 - 2216,Central,MI,Guest,22-Oct-2020,Active,True,66
CUST-047,Robert Perez,kellerraymond@example.com,3436349578,Central,PA,B2C,05/21/2023,Inactive,NO,22
CUST-350,Danielle Burke,kimberly04@example.org,3364622517,Central,AZ,B2B,2022-10-07,Active,1,50
CUST-196,Matthew Mitchell,glennmartin@example.org,321-965 - 6523,East,WA,B2B,07/26/2022,Active,True,43
CUST-103,Isaiah Avila,nwolf@example.com,5924075818,North,IL,B2B,11/14/2020,Active,YES,67
C887,Gary Mitchell,longbrittany@example.org,+19026086982,South,TX,B2B,03/03/2026,Churned,False,55
CUST-790,Brenda Pierce,angel93@example.com,(827) 796 - 3044,Central,FL,Guest,2024-06-26,Inactive,0,29
CUST-784,Amber Gomez,nhuber@example.org,3176741241,East,CO,B2B,2022-11-11,Inactive,0,53
CUST-264,Molly Rodriguez,bmendez@example.org,5177971775,North,GA,B2C,2022-01-05,Active,1,31
CUST-444,John Smith,jessicadodson@example.com,543-018 - 7186,South,GA,B2C,04-Nov-2023,Active,YES,39
CUST-946,Rachael Alvarez,kathleenwagner@example.com,5358268627,North,AZ,B2B,04/04/2024,Active,1,58
CUST-305,Robert Long,frederickjames@example.net,(801) 279 - 6114,South,PA,B2B,03/08/2023,Active,1,60
C342,Susan Khan MD,clarence54@example.org,+12141381138,West,FL,B2B,17-Feb-2022,Inactive,0,39
CUST-639,Courtney Peterson,fsandoval@example.net,(726) 501 - 6731,Central,NC,Guest,02/17/2025,Active,1,26
C314,Monica Bailey,stanley38@example.com,+15920867808,East,OH,Guest,2021-05-25,Inactive,0,29
CUST-150,Courtney Rodriguez,danny49@example.org,(230) 673 - 8302,Central,IL,B2B,2021-09-22,Churned,0,47
CUST-125,Jeremiah Riley,christopherphillips@example.net,(896) 325 - 9532,West,NC,B2C,2020-09-29,Churned,False,72
CUST-834,Lisa Gomez,luke09@example.org,2464197857,East,MA,B2C,2025-06-09,Active,True,74
C873,Lindsay Carney,jessica36@example.org,+19215622949,South,NC,B2B,01/30/2024,Active,YES,32
CUST-051,Kimberly Ball,michaeljones@example.net,(919) 022 - 9413,North,NC,B2C,2024-10-31,Active,YES,72
CUST-354,Alexis Lewis,fryraymond@example.com,(440) 514 - 7705,South,AZ,B2C,07/20/2020,Active,YES,31
CUST-985,James Pope,morgansharon@example.org,+12403253765,West,OH,B2C,09/19/2025,Active,1,61
CUST-143,Theodore Jones Jr.,cameronhill@example.net,+13459332727,Central,PA,B2C,30-Apr-2021,Active,1,47
CUST-471,Kristina Pena,xclements@example.org,+17208507698,West,IL,B2B,01/01/2023,Active,True,25
CUST-400,David Jones,kristin00@example.com,389-490 - 5807,West,NC,Guest,2020-07-04,Active,True,26
CUST-666,Edwin Richardson,wwilkins@example.com,3964215226,East,PA,B2C,09/18/2020,Active,YES,44
CUST-321,James Wilson,megan92@example.net,769-961 - 1253,East,PA,B2C,27-Jun-2025,Inactive,NO,19
CUST-020,Shane Henderson,sarahcampos@example.net,+16624751079,Central,TX,B2B,10/25/2021,Active,True,62
CUST-859,Amy Lowery,johnnycruz@example.net,3534332491,South,PA,B2C,01/16/2026,Active,1,73
CUST-838,Matthew Henderson,,,North,,,09-Mar-2023,Active,YES,72
CUST-877,Kaitlin Gomez,smithwilliam@example.com,(993) 164 - 7725,North,NY,B2C,30-Mar-2023,Active,True,41
CUST-408,Christina Johnson,daniellerowland@example.com,5443009109,South,MI,B2C,2025-09-23,Inactive,0,55
CUST-538,Shawn Ortiz,adammanning@example.org,578-861 - 4057,Central,OH,B2B,14-Feb-2021,Active,True,55
CUST-661,Dawn Ellis,,,East,,,06/09/2020,Active,1,68
CUST-039,Grant Watts,william40@example.org,(827) 204 - 6537,East,PA,B2C,07/22/2025,Active,True,48
CUST-176,Sandra Rodgers,lucasrodney@example.com,8101438889,Central,FL,B2C,2021-07-01,Active,True,999
CUST-246,William Daniels,ismall@example.net,7842824172,East,AZ,B2C,05-Apr-2023,Inactive,NO,59
CUST-880,William Porter,,,East,,,05/28/2021,Active,YES,34
CUST-712,Kelly Bishop,thomasharmon@example.net,(217) 164 - 4556,North,NC,B2C,2024-05-13,Active,YES,36
CUST-802,Lauren Cunningham,courtney71@example.com,(816) 202 - 8123,West,MA,Guest,07/03/2025,Active,1,44
CUST-912,Hannah Terry,martinjessica@example.com,+13537038240,West,FL,B2C,15-Sep-2025,Churned,False,28
CUST-155,Paul Williams,nelsonebony@example.com,554-033 - 1739,South,OH,Guest,2020-11-09,Active,True,44
CUST-288,Adam Jackson,pbruce@example.com,+14053364525,West,GA,B2C,2024-06-16,Inactive,False,66
CUST-626,Bianca Taylor,tonypearson@example.org,9585988310,South,CA,B2B,02/08/2024,Active,1,60
CUST-889,Wayne Douglas,unguyen@example.net,791-779 - 3238,South,CO,Guest,2026-01-03,Active,YES,46
CUST-570,Isaac Grant,maurice61@example.com,+14840445669,North,GA,B2C,04/04/2023,Churned,False,51
CUST-791,Anthony Davidson,kimberlywang@example.org,(745) 667 - 6640,East,GA,B2C,14-Jun-2023,Active,True,58
CUST-018,Sandra Parker,allenashley@example.org,+12978820812,North,MI,B2B,07/01/2023,Churned,NO,67
CUST-128,Veronica Coffey,christopher60@example.com,+18878499121,West,PA,B2C,03/01/2026,Active,1,50
CUST-323,Kayla Barnes,baileyhenderson@example.com,(461) 117 - 8006,Central,CO,Guest,08/02/2023,Active,1,69
C256,Brittany Murphy,nwilson@example.net,5483564208,West,TN,B2B,02/17/2022,Churned,NO,60
CUST-701,Daniel Rich,ashley46@example.net,375-361 - 7061,West,WA,B2B,04/29/2025,Inactive,False,21
CUST-876,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,charles80@example.org,(787) 495 - 1191,Central,CO,B2B,02-Apr-2026,Active,YES,61
CUST-191,Andrea Fox,myerstheodore@example.net,+17892975001,West,CA,B2B,2024-11-11,Churned,NO,20
CUST-116,Nicole Hamilton MD,wallaceheather@example.org,227-868 - 1447,South,MI,B2C,11/08/2022,Churned,NO,67
CUST-657,Rebecca Higgins,davisjasmin@example.net,(849) 837 - 3543,Central,WA,B2C,05-Dec-2025,Inactive,NO,27
CUST-607,Marcus Garza Jr.,catherinejones@example.org,+12762091843,East,GA,B2C,01/03/2026,Inactive,NO,34
CUST-181,Cheyenne Gregory,smurray@example.com,+19859696915,East,MA,B2C,26-May-2024,Active,1,32
CUST-302,Adam Foster,vbrock@example.com,+12098180635,West,PA,B2B,04/27/2021,Active,YES,50
CUST-807,Douglas Maxwell,kpeterson@example.org,669-459 - 6488,South,TX,B2C,2020-07-09,Active,1,30
CUST-758,Olivia Williams,buckleygregory@example.org,(501) 027 - 2405,East,MI,B2C,08/28/2025,Active,True,41
CUST-880,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,,,East,,,05/28/2021,Active,YES,46
C782,Jennifer Cooper,todd88@example.com,+19732449134,South,TX,B2B,2024-10-30,Inactive,NO,66
CUST-706,Shane Martinez,jonesalfred@example.net,9694591966,South,MI,B2C,2021-09-21,Churned,NO,31
CUST-518,Kristen Stephens,jvaldez@example.com,447-871 - 2552,North,MA,B2B,2022-03-22,Churned,0,35
CUST-373,Bianca Carter,sara65@example.com,699-982 - 7950,North,CO,B2C,02/10/2024,Active,1,47
CUST-046,Michael Reyes,garrisonjeffrey@example.com,+16808313678,South,AZ,B2C,05-Sep-2022,Inactive,False,40
CUST-964,Dr. Christine Wagner PhD,cynthia74@example.org,+16758339205,West,GA,Guest,2025-02-21,Active,True,26
CUST-158,Daniel Taylor,keith10@example.com,5785477725,South,NY,B2C,24-Feb-2022,Active,True,68
CUST-941,Kari Ellis,bensonstanley@example.org,(307) 964 - 9673,West,MI,B2C,21-Aug-2021,Churned,False,62
CUST-172,Jake Campbell,rschroeder@example.net,793-752 - 6547,Central,CO,B2B,2025-08-06,Active,1,32
CUST-017,Brittany Farmer,georgetracy@example.org,8474687234,South,CA,B2C,09/23/2024,Active,1,36
CUST-512,Heather Lambert,craigharvey@example.org,2806958146,West,TX,B2C,07/21/2024,Churned,NO,37
CUST-049,Wesley White,benjamin96@example.com,+15435240824,North,CA,B2C,08/23/2020,Inactive,False,20
CUST-192,Mrs. Alexis Kramer,john19@example.net,2632424154,North,PA,B2C,2023-09-13,Active,1,32
CUST-893,Lindsey Howard,,6855245787,North,WA,Guest,01/18/2023,Inactive,0,39
CUST-516,Angela Ramirez,patriciagonzalez@example.net,(761) 931 - 8374,East,CO,B2C,11/27/2021,Active,YES,60
CUST-947,Brittany Luna,marshelizabeth@example.com,469-326 - 5732,West,PA,B2C,2024-03-27,Inactive,NO,54
CUST-731,Zachary Hammond,jonathan14@example.org,+16140703491,North,GA,B2C,2025-11-04,Active,True,62
CUST-481,Nicole Evans,jennifer83@example.org,+18363212347,West,IL,Guest,2025-07-14,Active,YES,31
CUST-284,Denise Madden,shawheidi@example.com,5268424508,Central,NY,B2B,07/20/2020,Active,YES,22
CUST-938,Sandra Miller,colemandavid@example.org,4481323570,West,TX,B2C,2021-08-28,Active,YES,66
C698,Samantha Thompson,gjones@example.net,396-482 - 5311,North,OH,B2B,06-Mar-2023,Inactive,NO,68
CUST-226,Holly Thomas,cporter@example.org,5271040541,North,PA,B2B,18-Apr-2023,Active,True,60
CUST-027,Brenda White,ewright@example.com,565-414 - 5868,East,CA,B2B,01/10/2022,Churned,NO,44
CUST-830,Tiffany Johnson,hbeard@example.com,+18546968157,Central,CA,B2B,01/03/2025,Active,1,42
CUST-438,Daniel Savage,vfrench@example.com,(510) 385 - 6955,West,MI,B2C,2021-03-03,Active,1,62
CUST-488,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,housepaul@example.net,5008931734,South,CA,B2C,03-Oct-2024,Active,1,31
CUST-365,Blake Watson,whitelinda@example.org,2817703886,North,NC,B2C,18-Feb-2023,Inactive,NO,65
CUST-230,Molly Watts,carlsonjoseph@example.net,+18256527047,West,IL,B2B,01/10/2023,Active,YES,25
CUST-038,Brandy Wilson,newtoneric@example.com,870-656 - 2729,Central,CA,Guest,2021-04-16,Active,1,75
CUST-670,Kathleen Morton,jeanettekrause@example.org,(850) 191 - 7920,South,PA,B2B,30-Oct-2024,Active,1,61
CUST-591,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,,,East,,,2026-05-04,Active,YES,51
CUST-375,Joshua Oconnell,shannonford@example.org,(379) 469 - 5489,Central,PA,Guest,01/30/2023,Active,1,38
CUST-470,Justin Smith,connersylvia@example.net,8556503334,Central,TX,Guest,11/04/2023,Active,YES,41
CUST-0026,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,lauren13@example.org,+15421607337,East,IL,B2C,2026-02-20,Churned,0,75
CUST-688,James Miller,,,West,,,02/26/2026,Inactive,NO,49
C904,Melissa Foster,christopher20@example.org,6178996986,North,MI,B2B,14-Apr-2026,Inactive,NO,58
CUST-983,Robert Brown,rjones@example.org,+15546147079,Central,CO,B2C,2021-06-30,Active,True,37
CUST-913,Jordan Matthews,sandra72@example.com,932-043 - 0977,West,NC,B2C,05/03/2023,Active,True,60
CUST-195,Emily Collins,ihays@example.com,4189092753,South,TN,B2C,02/08/2022,Inactive,False,33
CUST-908,Christina Hudson,awilliams@example.org,+18527155983,East,MA,B2C,26-Mar-2024,Churned,0,48
CUST-918,Justin Tucker,,,Central,WA,,08/30/2025,Churned,NO,71
CUST-504,James Wilson,maychristine@example.net,+18174224386,East,MI,B2B,2024-02-04,Active,True,53
CUST-485,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,karen24@example.net,8124815698,East,GA,B2C,2020-08-16,Inactive,NO,55
CUST-883,John Martin,fgraham@example.org,774-817 - 0066,West,MA,B2B,05/14/2022,Active,YES,44
C580,Seth Donovan,staylor@example.net,(232) 484 - 1376,Central,TX,Guest,2024-06-17,Active,True,53
CUST-161,Vincent Jackson,xcollier@example.org,3182339845,East,CO,B2C,05/22/2021,Active,YES,71
CUST-681,Gerald Webb,kimberly21@example.net,+13274747219,West,CA,B2C,08/30/2024,Active,1,30
CUST-163,Christopher Dixon,schmidtjames@example.com,(859) 180 - 3397,East,CA,Guest,2022-04-18,Inactive,0,44
CUST-747,Ashley Crawford,bryanharris@example.com,2941017590,South,PA,B2B,12/14/2020,Active,1,59
CUST-153,Charles Schultz,davisalyssa@example.com,470-866 - 8826,South,IL,B2B,2026-01-01,Active,True,39
CUST-894,Karen Hart,bdavis@example.com,+17608213711,Central,AZ,B2C,03/13/2024,Churned,False,33
CUST-827,David Dunlap Jr.,,,West,,,17-Jul-2022,Active,YES,54
CUST-803,Alicia Green,thomassteven@example.net,4872866041,West,IL,B2C,2024-10-08,Churned,0,54
CUST-112,Andrew Shaw MD,sawyerscott@example.net,+19758416169,South,NC,B2C,09/14/2021,Active,True,39
CUST-227,Regina Stone,catherinerobertson@example.com,(359) 970 - 6296,South,CA,B2B,29-Jul-2021,Active,True,53
CUST-733,Matthew Rodriguez,probinson@example.org,953-666 - 1449,East,NY,B2C,08/08/2025,Inactive,False,35
CUST-104,Dwayne Gilmore,omartinez@example.net,4613750606,Central,PA,B2B,30-Jan-2025,Churned,NO,18
CUST-422,Jason Brewer,scottmcintyre@example.com,292-791 - 4560,Central,FL,B2B,02/20/2023,Churned,False,71
CUST-420,John Adams,andrew44@example.com,458-273 - 9021,Central,OH,B2C,2022-06-07,Active,YES,20
CUST-998,Dennis Garcia,nicholascobb@example.org,314-716 - 5609,East,PA,B2C,04-Aug-2020,Active,1,20
CUST-587,Dominique Paul,robert12@example.org,861-331 - 5520,West,WA,B2C,24-Apr-2026,Active,True,42
CUST-828,Michael Hernandez,wolfdonna@example.net,444-123 - 3613,South,WA,B2C,12/07/2021,Inactive,False,40
CUST-673,Jonathon Nguyen,wilsonmathew@example.com,+15624186236,Central,CA,B2B,26-Dec-2020,Active,1,60
CUST-120,Jeremy Reed,danielle64@example.com,+14268018242,South,PA,Guest,01/22/2025,Active,True,31
CUST-054,Joshua Smith,jason99@example.net,+19134936183,South,TN,B2C,02-Apr-2025,Active,YES,42
C152,Donald Farmer,michael22@example.net,9056856624,West,NY,B2C,07-Sep-2022,Active,YES,36
CUST-404,Stephanie Davis,bbush@example.net,476-637 - 2395,North,WA,B2C,18-Jan-2021,Inactive,False,51
CUST-272,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,brettbennett@example.net,8846081062,North,WA,B2B,29-Nov-2025,Active,True,75
CUST-208,William Conner,kristyjohnson@example.net,(264) 138 - 3670,South,AZ,B2C,2024-09-26,Active,YES,44
CUST-659,Mary Hernandez,haroldjoseph@example.com,604-226 - 9312,North,OH,B2B,06-Apr-2023,Churned,0,64
CUST-897,Carl Leach,alexandraphillips@example.org,834-064 - 6867,West,PA,B2B,19-Dec-2022,Churned,NO,23
CUST-810,Eric Garner,walkermelissa@example.org,967-548 - 1386,West,CO,B2C,27-Apr-2023,Active,True,64
CUST-009,James Mayo,gabriellecameron@example.org,(651) 462 - 7048,South,NC,Guest,29-Jun-2022,Churned,NO,25
CUST-929,Lisa Thomas,ngriffin@example.net,2803149982,East,AZ,B2B,2022-10-16,Active,True,55
CUST-037,Joshua Turner,contrerasangela@example.net,2967054668,Central,CO,B2C,2021-10-02,Active,1,31
CUST-453,Autumn Wilson,jimenezchelsea@example.com,+19652132833,Central,MI,B2C,2024-10-05,Churned,False,65
CUST-652,Jennifer Moss,oblack@example.org,624-090 - 3678,Central,TX,B2B,02-Jul-2022,Inactive,False,44
CUST-254,Susan Todd,kathleenbecker@example.net,(210) 016 - 7618,East,GA,B2C,12-Dec-2023,Active,YES,34
CUST-304,Christopher Sanders,kelly79@example.org,+17621372138,West,CO,B2C,2022-02-13,Active,YES,48
CUST-794,Gregory Parker,fsawyer@example.org,455-638 - 3000,Central,TX,B2C,2023-08-01,Inactive,0,18
CUST-572,Patricia Griffin,jamesjustin@example.net,8377805292,East,AZ,B2B,19-Feb-2026,Inactive,NO,35
CUST-624,Laura Davis,zroberts@example.org,(408) 751 - 0293,South,TX,B2C,03/14/2024,Churned,0,55
C755,Joseph Davis,michelle88@example.org,+12107835674,South,CA,Guest,16-Jan-2022,Active,YES,25
CUST-765,Kristen Hall,,,East,,,2021-11-08,Active,True,60
CUST-263,Jessica Gray,johnreed@example.com,(487) 721 - 7535,East,CA,B2C,02/20/2026,Active,1,45
CUST-611,Theresa Hansen,xreese@example.net,843-471 - 2871,East,MA,B2B,2022-07-11,Active,YES,18
C298,Jennifer Johnson,angela99@example.com,4369292984,South,AZ,B2C,2025-02-23,Churned,0,71
C415,William Graham,maryscott@example.net,+18157173203,North,AZ,Guest,09-Oct-2020,Active,1,66
CUST-151,Vanessa Cardenas,lynchdiane@example.net,+17342836440,Central,MI,Guest,23-Jan-2024,Churned,0,20
CUST-836,William Jenkins,stanleyjohn@example.net,(950) 954 - 6540,Central,IL,B2B,2021-03-28,Active,True,38
CUST-641,Erin Daniels,denisecarpenter@example.net,4560531340,South,OH,B2C,01/25/2023,Active,YES,35
CUST-944,Jennifer Zuniga,pamela32@example.net,9555628333,South,MI,B2B,2021-08-14,Churned,NO,65
CUST-551,Jared Smith,richardrodriguez@example.org,+15173505831,Central,MI,B2C,2022-01-24,Active,1,24
CUST-856,Brian Lewis,scott49@example.org,(795) 442 - 9477,East,NY,B2C,01/03/2024,Inactive,NO,26
CUST-489,Amy Manning,christinenorman@example.com,+13529108677,North,FL,B2C,01/26/2023,Active,1,71
CUST-711,John Vaughn,jessicafox@example.com,+18390409074,South,MA,Guest,19-Jul-2023,Active,YES,27
CUST-148,Laurie Hoffman,elizabeth65@example.net,712-868 - 2300,East,GA,B2C,08-Jul-2021,Active,YES,999
CUST-147,Andrea Decker,reynoldsjulie@example.com,(904) 622 - 6567,West,OH,B2B,04/02/2026,Churned,False,36
CUST-966,Steven Chambers,speters@example.net,431-067 - 2453,North,GA,B2C,08/03/2025,Active,YES,47
CUST-989,Kimberly Thomas,vparker@example.com,+12971231660,North,GA,B2C,2023-01-21,Active,True,22
CUST-787,William Ferguson,knapprichard@example.com,+15183061789,South,AZ,B2B,08/01/2023,Active,YES,54
CUST-660,Randy Griffin,davidanderson@example.org,4091660100,South,FL,B2C,01/12/2023,Active,YES,59
CUST-349,Leah Cruz,iedwards@example.org,(804) 805 - 8925,Central,AZ,B2B,08-Aug-2021,Active,YES,69
C464,Dennis Edwards,tiffanysantiago@example.com,+18579678427,North,TX,B2C,28-Feb-2024,Active,True,26
CUST-326,Kathy Simpson,cperry@example.com,6578317456,East,NY,B2C,04-Sep-2023,Active,1,23
CUST-187,Aaron Miller,jason28@example.net,(595) 962 - 9233,North,MI,B2C,05/26/2024,Active,True,34
CUST-124,Megan Le,courtneyberger@example.net,+17625881537,North,IL,B2C,10-Jan-2022,Active,True,60
CUST-907,Bruce Barrera,emaynard@example.org,+17534705742,South,NC,B2C,10-Jun-2024,Active,YES,20
CUST-609,Amy Jensen,navarromary@example.org,(871) 649 - 3289,Central,CA,B2B,2023-07-20,Inactive,0,56
